ID,ActivityName,MemberName,Points,Timestamp 
4578,BoD and CoS HC 2,Vajhishar-TarrenMill,10,3/5/2019 22:06
4578,BoD and CoS HC 2,Stabnation-Draenor,5,3/5/2019 22:06
4578,BoD and CoS HC 2,Ziranu-KulTiras,5,3/5/2019 22:06
4578,BoD and CoS HC 2,Viví-KulTiras,10,3/5/2019 22:06
4578,BoD and CoS HC 2,Ámber-Al'Akir,10,3/5/2019 22:06
4578,BoD and CoS HC 2,Turlamdropsy-BurningLegion,10,3/5/2019 22:06
4578,BoD and CoS HC 2,Tolls-TarrenMill,10,3/5/2019 22:06
4578,BoD and CoS HC 2,Umaga-Draenor,5,3/5/2019 22:06
4578,BoD and CoS HC 2,Shir-AzjolNerub,10,3/5/2019 22:06
4578,BoD and CoS HC 2,Restofarian-Al'Akir,10,3/5/2019 22:06
4578,BoD and CoS HC 2,Ninjaspy-Draenor,10,3/5/2019 22:06
4578,BoD and CoS HC 2,Severinå-Kazzak,10,3/5/2019 22:06
4578,BoD and CoS HC 2,Jerrysmith-KulTiras,3,3/5/2019 22:06
4578,BoD and CoS HC 2,Ikircik-KulTiras,5,3/5/2019 22:06
4578,BoD and CoS HC 2,Jooty-Al'Akir,5,3/5/2019 22:06
4578,BoD and CoS HC 2,Ahld-Draenor,3,3/5/2019 22:06
